id,date,store_nbr,item_nbr,unit_sales,onpromotion,class,outlier_flag,holiday_flag,expanding_mean,rolling_std_7,rolling_mean_7,dcoilwtico
16496949,2014-01-04,34,106716,8.0,0.0,1032,0,0,4.207609909118919,2.3804761428476184,3.0,93.66
16498339,2014-01-04,35,106716,3.0,0.0,1032,0,0,4.164480983793243,2.2146697055682845,3.2857142857142856,93.66
16499184,2014-01-04,36,106716,9.0,0.0,1032,0,0,4.331223018834855,3.0783421635988555,4.142857142857143,93.66
16522916,2014-01-04,51,106716,2.0,0.0,1032,0,0,4.253515584873693,3.16227766016838,4.0,93.66
16553679,2014-01-05,24,106716,4.0,0.0,1032,0,0,4.245337662780993,3.132015933791496,4.142857142857143,93.66
16556359,2014-01-05,26,106716,6.0,0.0,1032,0,0,4.300170860819087,3.039423504234848,4.714285714285714,93.66
16557650,2014-01-05,27,106716,5.0,0.0,1032,0,0,4.32137780443063,2.563479777846623,5.285714285714286,93.66
16559245,2014-01-05,28,106716,2.0,0.0,1032,0,0,4.253101986653258,2.507132682112036,4.428571428571429,93.66
16560729,2014-01-05,30,106716,2.0,0.0,1032,0,0,4.188727644177451,2.627691364061219,4.285714285714286,93.66
16566314,2014-01-05,35,106716,1.0,0.0,1032,0,0,4.100151876283633,1.8644544714716111,3.142857142857143,93.66
16567125,2014-01-05,36,106716,3.0,0.0,1032,0,0,4.07041804178948,1.799470821684877,3.2857142857142856,93.66
16590372,2014-01-05,51,106716,7.0,0.0,1032,0,0,4.147512303847652,2.288688541085319,3.7142857142857135,93.66
16619391,2014-01-06,24,106716,4.0,0.0,1032,0,0,4.143729937082328,2.0701966780270644,3.4285714285714284,93.12
16622091,2014-01-06,26,106716,6.0,0.0,1032,0,0,4.19013668865527,2.2253945610567487,3.571428571428572,93.12
16623115,2014-01-06,27,106716,2.0,0.0,1032,0,0,4.136718720639287,2.2253945610567487,3.571428571428572,93.12
16624466,2014-01-06,28,106716,3.0,0.0,1032,0,0,4.109653989195495,2.1380899352993965,3.7142857142857135,93.12
16625721,2014-01-06,30,106716,6.0,0.0,1032,0,0,4.153615524330483,1.9023794624226849,4.428571428571429,93.12
16627842,2014-01-06,32,106716,1.0,0.0,1032,0,0,4.081942444232063,2.2677868380553647,4.142857142857143,93.12
16629610,2014-01-06,34,106716,3.0,0.0,1032,0,0,4.057899278804684,1.9023794624226855,3.571428571428572,93.12
16630882,2014-01-06,35,106716,4.0,0.0,1032,0,0,4.056640598830669,1.9023794624226855,3.571428571428572,93.12
16631669,2014-01-06,36,106716,6.0,0.0,1032,0,0,4.097988671195974,1.9023794624226855,3.571428571428572,93.12
16653307,2014-01-06,51,106716,1.0,0.0,1032,0,0,4.0334472405460575,2.070196678027065,3.4285714285714284,93.12
16682279,2014-01-07,24,106716,7.0,0.0,1032,0,0,4.093989133596138,2.449489742783179,4.0,93.31
16684964,2014-01-07,26,106716,3.0,0.0,1032,0,0,4.072109350924215,2.299068134204442,3.571428571428572,93.31
16685980,2014-01-07,27,106716,5.0,0.0,1032,0,0,4.090303285219819,2.035400978396431,4.142857142857143,93.31
16687315,2014-01-07,28,106716,3.0,0.0,1032,0,0,4.069335914350207,2.035400978396431,4.142857142857143,93.31
16688608,2014-01-07,30,106716,1.0,0.0,1032,0,0,4.011423915966241,2.360387377408331,3.7142857142857135,93.31
16690847,2014-01-07,32,106716,5.0,0.0,1032,0,0,4.029730880485385,2.225394561056749,3.571428571428572,93.31
16692634,2014-01-07,34,106716,6.0,0.0,1032,0,0,4.06555395538565,2.058663459163552,4.285714285714286,93.31
16693896,2014-01-07,35,106716,3.0,0.0,1032,0,0,4.046526206182335,1.7043362064926957,3.7142857142857135,93.31
16694623,2014-01-07,36,106716,6.0,0.0,1032,0,0,4.080797676249312,1.8644544714716105,4.142857142857143,93.31
16716004,2014-01-07,51,106716,1.0,0.0,1032,0,0,4.027680474934669,2.1491969707422416,3.571428571428572,93.31
16745293,2014-01-08,24,106716,5.0,0.0,1032,0,0,4.044160466884929,2.193062655175136,3.857142857142857,91.9
16750518,2014-01-08,28,106716,3.0,0.0,1032,0,0,4.026757792436846,1.8644544714716107,4.142857142857143,91.9
16751782,2014-01-08,30,106716,2.0,0.0,1032,0,0,3.993532254855914,1.97604704011871,3.7142857142857135,91.9
16753860,2014-01-08,32,106716,3.0,0.0,1032,0,0,3.977507541067916,1.7043362064926972,3.2857142857142856,91.9
16755591,2014-01-08,34,106716,3.0,0.0,1032,0,0,3.961991548352552,1.7043362064926972,3.2857142857142856,91.9
16756849,2014-01-08,35,106716,1.0,0.0,1032,0,0,3.915710430409544,1.3972762620115502,2.571428571428572,91.9
16757447,2014-01-08,36,106716,5.0,0.0,1032,0,0,3.9323918084032425,1.4638501094228047,3.142857142857143,91.9
16779255,2014-01-08,51,106716,3.0,0.0,1032,0,0,3.918264659791072,1.2149857925879184,2.857142857142857,91.9
16808036,2014-01-09,24,106716,4.0,0.0,1032,0,0,3.919484590241952,1.2909944487358116,3.0,91.36
16810704,2014-01-09,26,106716,3.0,0.0,1032,0,0,3.905962758032512,1.2149857925879175,3.142857142857143,91.36
16811636,2014-01-09,27,106716,3.0,0.0,1032,0,0,3.892832862988562,1.2149857925879175,3.142857142857143,91.36
16812997,2014-01-09,28,106716,2.0,0.0,1032,0,0,3.865792393517297,1.2909944487358116,3.0,91.36
16814246,2014-01-09,30,106716,2.0,0.0,1032,0,0,3.839513627411419,1.0690449676497042,3.142857142857143,91.36
16818130,2014-01-09,34,106716,10.0,0.0,1032,0,0,3.925075938141816,2.7945525240230893,3.857142857142857,91.36
16819411,2014-01-09,35,106716,2.0,0.0,1032,0,0,3.8987050348796,2.870208222079933,3.7142857142857135,91.36
16820120,2014-01-09,36,106716,4.0,0.0,1032,0,0,3.900073885759605,2.870208222079933,3.7142857142857135,91.36
16841352,2014-01-09,51,106716,1.0,0.0,1032,0,0,3.861406233949477,3.0472470011002226,3.4285714285714284,91.36
16869992,2014-01-10,24,106716,8.0,0.0,1032,0,0,3.9158614150817206,3.4846602621858493,4.142857142857143,92.39
16872863,2014-01-10,26,106716,6.0,0.0,1032,0,0,3.942928149950789,3.4016802570830458,4.714285714285714,92.39
16873879,2014-01-10,27,106716,3.0,0.0,1032,0,0,3.930839327515523,3.28778402720188,4.857142857142857,92.39
16875287,2014-01-10,28,106716,2.0,0.0,1032,0,0,3.906398323369757,2.4976179127511173,3.7142857142857135,92.39
16876494,2014-01-10,30,106716,1.0,0.0,1032,0,0,3.8700683443276342,2.636736799982312,3.571428571428572,92.39
16880360,2014-01-10,34,106716,3.0,0.0,1032,0,0,3.8593267598297625,2.636736799982312,3.4285714285714284,92.39
16881705,2014-01-10,35,106716,1.0,0.0,1032,0,0,3.8244569212952535,2.636736799982312,3.4285714285714284,92.39
16882342,2014-01-10,36,106716,1.0,0.0,1032,0,0,3.790427319833865,1.812653934349936,2.4285714285714284,92.39
16904075,2014-01-10,51,106716,1.0,0.0,1032,0,0,3.7572079469787,0.9511897312113518,1.7142857142857142,92.39
16935395,2014-01-11,24,106716,4.0,0.0,1032,0,0,3.760064324073068,1.2149857925879193,1.8571428571428568,92.39
16938396,2014-01-11,26,106716,2.0,0.0,1032,0,0,3.73959845983966,1.2149857925879193,1.8571428571428568,92.39
16939586,2014-01-11,27,106716,2.0,0.0,1032,0,0,3.719603075243802,1.154700538379259,2.0,92.39
16941110,2014-01-11,28,106716,1.0,0.0,1032,0,0,3.688698494843304,1.112697280528382,1.7142857142857142,92.39
16942507,2014-01-11,30,106716,3.0,0.0,1032,0,0,3.680960309507986,1.1547005383792592,2.0,92.39
16946765,2014-01-11,34,106716,8.0,0.0,1032,0,0,3.728949639402342,2.449489742783181,3.0,92.39
16948101,2014-01-11,35,106716,3.0,0.0,1032,0,0,3.720939203804514,2.28868854108532,3.2857142857142856,92.39
16948857,2014-01-11,36,106716,7.0,0.0,1032,0,0,3.756581168980552,2.690370836538199,3.7142857142857135,92.39
16972298,2014-01-11,51,106716,2.0,0.0,1032,0,0,3.737693199421621,2.690370836538199,3.7142857142857135,92.39
17002930,2014-01-12,24,106716,2.0,0.0,1032,0,0,3.7192071015554338,2.690370836538199,3.7142857142857135,92.39
17005683,2014-01-12,26,106716,4.0,0.0,1032,0,0,3.722162816275903,2.4102953780654803,4.142857142857143,92.39
17006904,2014-01-12,27,106716,6.0,0.0,1032,0,0,3.745890286939696,2.4397501823713337,4.571428571428571,92.39
17008479,2014-01-12,28,106716,1.0,0.0,1032,0,0,3.7175821396516575,2.2253945610567496,3.571428571428572,92.39
17009987,2014-01-12,30,106716,2.0,0.0,1032,0,0,3.700055791287865,2.2990681342044423,3.4285714285714284,92.39
17012309,2014-01-12,32,106716,1.0,0.0,1032,0,0,3.6727825004667753,1.812653934349936,2.571428571428572,92.39
17014257,2014-01-12,34,106716,6.0,0.0,1032,0,0,3.696054675462108,2.193062655175137,3.142857142857143,92.39
17015588,2014-01-12,35,106716,3.0,0.0,1032,0,0,3.689163045011988,2.138089935299398,3.2857142857142856,92.39
17016352,2014-01-12,36,106716,4.0,0.0,1032,0,0,3.692210466139321,2.138089935299398,3.2857142857142856,92.39
17039507,2014-01-12,51,106716,4.0,0.0,1032,0,0,3.6951987140408815,1.8257418583505571,3.0,92.39
17069157,2014-01-13,24,106716,2.0,0.0,1032,0,0,3.678898726405873,1.6761634196950554,3.142857142857143,91.45
17071826,2014-01-13,26,106716,2.0,0.0,1032,0,0,3.662909214725817,1.6761634196950554,3.142857142857143,91.45
17072812,2014-01-13,27,106716,2.0,0.0,1032,0,0,3.6472213919453846,1.4960264830861951,3.2857142857142856,91.45
17075438,2014-01-13,30,106716,1.0,0.0,1032,0,0,3.6224810051047736,1.133893419027689,2.571428571428572,91.45
17079435,2014-01-13,34,106716,4.0,0.0,1032,0,0,3.625976551353804,1.2535663410560236,2.7142857142857144,91.45
17081447,2014-01-13,36,106716,6.0,0.0,1032,0,0,3.64775658299276,1.7320508075688814,3.0,91.45
17103133,2014-01-13,51,106716,2.0,0.0,1032,0,0,3.632776977692825,1.704336206492698,2.7142857142857144,91.45
17131945,2014-01-14,24,106716,3.0,0.0,1032,0,0,3.627076284200097,1.676163419695056,2.857142857142857,92.15
17134589,2014-01-14,26,106716,3.0,0.0,1032,0,0,3.621477388805453,1.6329931618554565,3.0,92.15
17135533,2014-01-14,27,106716,1.0,0.0,1032,0,0,3.5982784738602724,1.772810520855841,2.857142857142857,92.15
17136849,2014-01-14,28,106716,2.0,0.0,1032,0,0,3.584258487247463,1.6329931618554565,3.0,92.15
17138120,2014-01-14,30,106716,4.0,0.0,1032,0,0,3.5878736308366155,1.6329931618554565,3.0,92.15
17140305,2014-01-14,32,106716,4.0,0.0,1032,0,0,3.591426444363886,1.1126972805283806,2.7142857142857144,92.15
17142091,2014-01-14,34,106716,3.0,0.0,1032,0,0,3.586371517488981,1.0690449676497045,2.857142857142857,92.15
17143354,2014-01-14,35,106716,8.0,0.0,1032,0,0,3.623775148696701,2.2253945610567496,3.571428571428572,92.15
17144081,2014-01-14,36,106716,7.0,0.0,1032,0,0,3.652146786102612,2.544836041121409,4.142857142857143,92.15
17165488,2014-01-14,51,106716,7.0,0.0,1032,0,0,3.68004556288509,2.3094010767585043,5.0,92.15
17194553,2014-01-15,24,106716,3.0,0.0,1032,0,0,3.674425351621577,2.1157009420498163,5.142857142857143,93.78
17197405,2014-01-15,26,106716,3.0,0.0,1032,0,0,3.668897274968941,2.2360679774997907,5.0,93.78
17198539,2014-01-15,27,106716,8.0,0.0,1032,0,0,3.704109492245616,2.439750182371333,5.571428571428571,93.78
17199980,2014-01-15,28,106716,3.0,0.0,1032,0,0,3.698431189888797,2.439750182371333,5.571428571428571,93.78
17201281,2014-01-15,30,106716,3.0,0.0,1032,0,0,3.6928437403696863,2.3401261667248803,4.857142857142857,93.78
17205165,2014-01-15,34,106716,9.0,0.0,1032,0,0,3.73496402814453,2.734262327610589,5.142857142857143,93.78
17206479,2014-01-15,35,106716,2.0,0.0,1032,0,0,3.721302894064652,2.819996622760559,4.428571428571429,93.78
17207248,2014-01-15,36,106716,6.0,0.0,1032,0,0,3.739105215204772,2.7945525240230884,4.857142857142857,93.78
17228979,2014-01-15,51,106716,3.0,0.0,1032,0,0,3.7333757174124864,2.7945525240230884,4.857142857142857,93.78
17257933,2014-01-16,24,106716,8.0,0.0,1032,0,0,3.766195904201621,2.7945525240230884,4.857142857142857,93.54
17260635,2014-01-16,26,106716,4.0,0.0,1032,0,0,3.767980668291685,2.708012801545321,5.0,93.54
17261647,2014-01-16,27,106716,3.0,0.0,1032,0,0,3.7621626329258393,2.708012801545321,5.0,93.54
17262986,2014-01-16,28,106716,3.0,0.0,1032,0,0,3.756432086813615,2.1157009420498167,4.142857142857143,93.54
17264296,2014-01-16,30,106716,1.0,0.0,1032,0,0,3.7358616981060506,2.3094010767585043,4.0,93.54
17268267,2014-01-16,34,106716,4.0,0.0,1032,0,0,3.73781827812008,2.1380899352993965,3.7142857142857135,93.54
17269580,2014-01-16,35,106716,3.0,0.0,1032,0,0,3.732393143722138,2.1380899352993965,3.7142857142857135,93.54
17270372,2014-01-16,36,106716,4.0,0.0,1032,0,0,3.734346478439495,1.0690449676497,3.142857142857143,93.54
17292190,2014-01-16,51,106716,1.0,0.0,1032,0,0,3.7145323735232663,1.2535663410560194,2.7142857142857144,93.54
17321043,2014-01-17,24,106716,5.0,0.0,1032,0,0,3.7237803420590714,1.5275252316519483,3.0,93.96
17323928,2014-01-17,26,106716,1.0,0.0,1032,0,0,3.70432476818722,1.704336206492695,2.7142857142857144,93.96
17324962,2014-01-17,27,106716,3.0,0.0,1032,0,0,3.6993295570653246,1.5275252316519483,3.0,93.96
17326330,2014-01-17,28,106716,1.0,0.0,1032,0,0,3.6803201939874,1.6183471874253756,2.571428571428572,93.96
17327507,2014-01-17,30,106716,2.0,0.0,1032,0,0,3.668569703120355,1.6183471874253754,2.4285714285714284,93.96
17331340,2014-01-17,34,106716,3.0,0.0,1032,0,0,3.663926857959797,1.496026483086193,2.2857142857142856,93.96
17332668,2014-01-17,35,106716,4.0,0.0,1032,0,0,3.666244603766971,1.496026483086193,2.7142857142857144,93.96
17333400,2014-01-17,36,106716,6.0,0.0,1032,0,0,3.682229229768567,1.7728105208558378,2.857142857142857,93.96
17355440,2014-01-17,51,106716,1.0,0.0,1032,0,0,3.6639827724232026,1.7728105208558378,2.857142857142857,93.96
17386647,2014-01-18,24,106716,8.0,0.0,1032,0,0,3.693280186123046,2.6367367999823106,3.571428571428572,93.96
17389658,2014-01-18,26,106716,3.0,0.0,1032,0,0,3.6886272989678575,2.4102953780654794,3.857142857142857,93.96
17390878,2014-01-18,27,106716,1.0,0.0,1032,0,0,3.6707031169747375,2.563479777846624,3.7142857142857135,93.96
17392400,2014-01-18,28,106716,2.0,0.0,1032,0,0,3.6596388579219257,2.6367367999823106,3.571428571428572,93.96
17393821,2014-01-18,30,106716,1.0,0.0,1032,0,0,3.6421412338566497,2.794552524023088,3.142857142857143,93.96
17398243,2014-01-18,34,106716,3.0,0.0,1032,0,0,3.637944232328175,2.497617912751116,2.7142857142857144,93.96
17399623,2014-01-18,35,106716,3.0,0.0,1032,0,0,3.633801737313057,2.380476142847617,3.0,93.96
17400464,2014-01-18,36,106716,10.0,0.0,1032,0,0,3.6748739841691016,3.0937725468153885,3.2857142857142856,93.96
17424147,2014-01-18,51,106716,3.0,0.0,1032,0,0,3.6705478688859663,3.0937725468153885,3.2857142857142856,93.96
17454866,2014-01-19,24,106716,8.0,0.0,1032,0,0,3.698123997109623,3.352326839390104,4.285714285714286,93.96
17457621,2014-01-19,26,106716,1.0,0.0,1032,0,0,3.681047262950701,3.484660262185849,4.142857142857143,93.96
17458922,2014-01-19,27,106716,4.0,0.0,1032,0,0,3.683053255007615,3.2071349029490936,4.571428571428571,93.96
17460495,2014-01-19,28,106716,2.0,0.0,1032,0,0,3.672534172163817,3.3094381626464875,4.428571428571429,93.96
17461976,2014-01-19,30,106716,2.0,0.0,1032,0,0,3.6621457611565886,3.4016802570830458,4.285714285714286,93.96
17466290,2014-01-19,34,106716,8.0,0.0,1032,0,0,3.688922639174141,2.886751345948129,4.0,93.96
17467632,2014-01-19,35,106716,4.0,0.0,1032,0,0,3.690831089240557,2.8535691936340264,4.142857142857143,93.96
17468465,2014-01-19,36,106716,3.0,0.0,1032,0,0,3.6866187045500656,2.299068134204441,3.4285714285714284,93.96
17491752,2014-01-19,51,106716,8.0,0.0,1032,0,0,3.7127604093709743,2.572750982712401,4.428571428571429,93.96
17521364,2014-01-20,24,106716,2.0,0.0,1032,0,0,3.702442575579583,2.73426232761059,4.142857142857143,93.96
17524070,2014-01-20,26,106716,5.0,0.0,1032,0,0,3.710212380516232,2.572750982712401,4.571428571428571,93.96
17525084,2014-01-20,27,106716,5.0,0.0,1032,0,0,3.717889687775064,2.3094010767585043,5.0,93.96
17526426,2014-01-20,28,106716,3.0,0.0,1032,0,0,3.713641819800064,1.976047040118709,4.285714285714286,93.96
17527717,2014-01-20,30,106716,2.0,0.0,1032,0,0,3.70356157380124,2.160246899469288,4.0,93.96
17531764,2014-01-20,34,106716,4.0,0.0,1032,0,0,3.705295131849186,2.1157009420498163,4.142857142857143,93.96
17533116,2014-01-20,35,106716,1.0,0.0,1032,0,0,3.689566671780295,1.5735915849388873,3.142857142857143,93.96
17533848,2014-01-20,36,106716,8.0,0.0,1032,0,0,3.71448247136538,2.3094010767585043,4.0,93.96
17555701,2014-01-20,51,106716,2.0,0.0,1032,0,0,3.7046291238287976,2.3704530408864093,3.571428571428572,93.96
17584815,2014-01-21,24,106716,3.0,0.0,1032,0,0,3.700602671692633,2.2886885410853184,3.2857142857142856,94.51
17587479,2014-01-21,26,106716,4.0,0.0,1032,0,0,3.7023037928761977,2.299068134204441,3.4285714285714284,94.51
17588438,2014-01-21,27,106716,1.0,0.0,1032,0,0,3.687036539809101,2.4299715851758243,3.2857142857142856,94.51
17589805,2014-01-21,28,106716,4.0,0.0,1032,0,0,3.6887947614955663,2.4299715851758243,3.2857142857142856,94.51
17591143,2014-01-21,30,106716,4.0,0.0,1032,0,0,3.690533338246988,2.214669705568284,3.7142857142857135,94.51
17593404,2014-01-21,32,106716,3.0,0.0,1032,0,0,3.686697041923393,1.1547005383792537,3.0,94.51
17595251,2014-01-21,34,106716,5.0,0.0,1032,0,0,3.6939528593713296,1.2724180205607056,3.4285714285714284,94.51
17596579,2014-01-21,35,106716,4.0,0.0,1032,0,0,3.695634437067093,1.272418020560706,3.571428571428572,94.51
17597361,2014-01-21,36,106716,4.0,0.0,1032,0,0,3.69729763686454,1.272418020560706,3.571428571428572,94.51
17618947,2014-01-21,51,106716,1.0,0.0,1032,0,0,3.682638410577233,1.272418020560706,3.571428571428572,94.51
17647777,2014-01-22,24,106716,5.0,0.0,1032,0,0,3.689759284033572,1.3801311186847105,3.7142857142857135,96.35
17650600,2014-01-22,26,106716,3.0,0.0,1032,0,0,3.6860509007860793,1.3972762620115458,3.571428571428572,96.35
17651611,2014-01-22,27,106716,4.0,0.0,1032,0,0,3.687729772974389,1.3801311186847105,3.7142857142857135,96.35
17656279,2014-01-22,32,106716,8.0,0.0,1032,0,0,3.710667380564951,2.1157009420498167,4.142857142857143,96.35
17658002,2014-01-22,34,106716,5.0,0.0,1032,0,0,3.717489246276248,2.1380899352993965,4.285714285714286,96.35
17659265,2014-01-22,35,106716,1.0,0.0,1032,0,0,3.703186671295846,2.4784787961282118,3.857142857142857,96.35
17659916,2014-01-22,36,106716,4.0,0.0,1032,0,0,3.704740667781208,2.1380899352993965,4.285714285714286,96.35
17681323,2014-01-22,51,106716,2.0,0.0,1032,0,0,3.6958618101365146,2.2677868380553647,3.857142857142857,96.35
17709761,2014-01-23,24,106716,5.0,0.0,1032,0,0,3.702619002830108,2.2677868380553647,4.142857142857143,97.23
17712426,2014-01-23,26,106716,3.0,0.0,1032,0,0,3.698997255392839,2.3094010767585043,4.0,97.23
17713365,2014-01-23,27,106716,5.0,0.0,1032,0,0,3.7056690643395434,1.618347187425376,3.571428571428572,97.23
17714686,2014-01-23,28,106716,4.0,0.0,1032,0,0,3.70717075278679,1.5118578920369108,3.4285714285714284,97.23
17715944,2014-01-23,30,106716,2.0,0.0,1032,0,0,3.698504911402085,1.272418020560706,3.571428571428572,97.23
17718074,2014-01-23,32,106716,1.0,0.0,1032,0,0,3.684876098718236,1.573591584938888,3.142857142857143,97.23
17719772,2014-01-23,34,106716,5.0,0.0,1032,0,0,3.691484761538748,1.618347187425376,3.571428571428572,97.23
17721076,2014-01-23,35,106716,5.0,0.0,1032,0,0,3.698027337731054,1.618347187425376,3.571428571428572,97.23
17721855,2014-01-23,36,106716,8.0,0.0,1032,0,0,3.719430186797069,2.288688541085319,4.285714285714286,97.23
17742993,2014-01-23,51,106716,2.0,0.0,1032,0,0,3.710918156169361,2.4102953780654803,3.857142857142857,97.23
17771742,2014-01-24,24,106716,6.0,0.0,1032,0,0,3.722194421409905,2.544836041121408,4.142857142857143,96.66
17774714,2014-01-24,26,106716,3.0,0.0,1032,0,0,3.718654252677504,2.429971585175825,4.285714285714286,96.66
17775712,2014-01-24,27,106716,2.0,0.0,1032,0,0,3.71027057339615,2.2253945610567487,4.428571428571429,96.66
17778255,2014-01-24,30,106716,3.0,0.0,1032,0,0,3.7068226579913146,2.2677868380553647,4.142857142857143,96.66
17780352,2014-01-24,32,106716,2.0,0.0,1032,0,0,3.6985771379044,2.36038737740833,3.7142857142857135,96.66
17782066,2014-01-24,34,106716,6.0,0.0,1032,0,0,3.709641670895244,1.812653934349932,3.4285714285714284,96.66
17783376,2014-01-24,35,106716,5.0,0.0,1032,0,0,3.715815634192396,1.7728105208558378,3.857142857142857,96.66
17784157,2014-01-24,36,106716,5.0,0.0,1032,0,0,3.7219307978390983,1.6035674514745475,3.7142857142857135,96.66
17806032,2014-01-24,51,106716,1.0,0.0,1032,0,0,3.709030651877776,1.9023794624226844,3.4285714285714284,96.66
17836836,2014-01-25,24,106716,5.0,0.0,1032,0,0,3.715120129934956,1.8644544714716105,3.857142857142857,96.66
17839898,2014-01-25,26,106716,3.0,0.0,1032,0,0,3.7117627584329145,1.8644544714716105,3.857142857142857,96.66
17841155,2014-01-25,27,106716,5.0,0.0,1032,0,0,3.717782558627153,1.7043362064926957,4.285714285714286,96.66
17842684,2014-01-25,28,106716,1.0,0.0,1032,0,0,3.7051417095172594,1.9023794624226849,3.571428571428572,96.66
17844080,2014-01-25,30,106716,2.0,0.0,1032,0,0,3.697247534936161,1.8644544714716091,3.142857142857143,96.66
17846412,2014-01-25,32,106716,2.0,0.0,1032,0,0,3.689426117724474,1.7043362064926932,2.7142857142857144,96.66
17848347,2014-01-25,34,106716,8.0,0.0,1032,0,0,3.7091993924138102,2.4299715851758243,3.7142857142857135,96.66
17849718,2014-01-25,35,106716,5.0,0.0,1032,0,0,3.715093459115118,2.4299715851758243,3.7142857142857135,96.66
17850597,2014-01-25,36,106716,5.0,0.0,1032,0,0,3.7209339433918673,2.44948974278318,4.0,96.66
17874025,2014-01-25,51,106716,1.0,0.0,1032,0,0,3.708622025095977,2.6367367999823106,3.4285714285714284,96.66
17904635,2014-01-26,24,106716,5.0,0.0,1032,0,0,3.7144390430009495,2.44948974278318,4.0,96.66
17907396,2014-01-26,26,106716,2.0,0.0,1032,0,0,3.706750975543546,2.44948974278318,4.0,96.66
17908610,2014-01-26,27,106716,3.0,0.0,1032,0,0,3.703595837259869,2.3401261667248807,4.142857142857143,96.66
17911644,2014-01-26,30,106716,1.0,0.0,1032,0,0,3.6915798557609367,1.8644544714716091,3.142857142857143,96.66
17915890,2014-01-26,34,106716,6.0,0.0,1032,0,0,3.7017941041867735,2.058663459163552,3.2857142857142856,96.66
17917222,2014-01-26,35,106716,2.0,0.0,1032,0,0,3.6942972138599592,1.9518001458970664,2.857142857142857,96.66
17918092,2014-01-26,36,106716,5.0,0.0,1032,0,0,3.700023980465837,1.9023794624226849,3.4285714285714284,96.66
17941326,2014-01-26,51,106716,3.0,0.0,1032,0,0,3.696967107188693,1.7728105208558371,3.142857142857143,96.66
17970443,2014-01-27,24,106716,6.0,0.0,1032,0,0,3.706980293679177,1.976047040118709,3.7142857142857135,95.82
17973140,2014-01-27,26,106716,5.0,0.0,1032,0,0,3.712577781585328,2.0000000000000013,4.0,95.82
17974068,2014-01-27,27,106716,1.0,0.0,1032,0,0,3.7008856359750464,2.0000000000000013,4.0,95.82
17975452,2014-01-27,28,106716,1.0,0.0,1032,0,0,3.68929385212966,2.058663459163552,3.2857142857142856,95.82
17976703,2014-01-27,30,106716,4.0,0.0,1032,0,0,3.690621656180388,1.9880595947760111,3.571428571428572,95.82
